date,Australia,Canada,China,Denmark,Hong Kong,India,Japan,Malaysia,New Zealand,Norway,Singapore,South Africa,Srilanka,Sweden,Switzerland,Thailand,United Kingdom
1/2/1981,0.8473,1.1948,1.5341,6.064,5.135,7.89,202.5,2.217,1.04,5.195,2.093,0.7457,16.75,4.4,1.79,20.661,0.4198
1/5/1981,0.8441,1.1886,1.5418,5.982,5.127,7.81,199.05,2.215,1.0358,5.137,2.081,0.7437,16.75,4.354,1.757,20.661,0.414
1/6/1981,0.841,1.1882,1.5264,5.957,5.13,7.89,199.7,2.2085,1.0315,5.118,2.08,0.741,16.75,4.3,1.7505,20.661,0.4128
1/7/1981,0.841,1.188,1.5264,5.9925,5.131,7.86,201.05,2.2105,1.0311,5.1275,2.08,0.7371,16.75,4.355,1.767,20.661,0.4147
1/8/1981,0.8428,1.1879,1.5264,6.043,5.144,7.95,201.7,2.214,1.0347,5.143,2.0815,0.7386,16.75,4.378,1.7746,20.661,0.4161
1/9/1981,0.8437,1.1883,1.5371,6.066,5.148,7.95,203,2.223,1.0365,5.145,2.0865,0.7398,16.75,4.392,1.797,20.661,0.4175
1/12/1981,0.8475,1.1894,1.5371,6.1075,5.15,7.93,204.1,2.227,1.039,5.1675,2.0835,0.7471,16.75,4.411,1.805,20.661,0.4172
1/13/1981,0.848,1.1903,1.5449,6.15,5.172,7.99,203.3,2.2375,1.0417,5.191,2.0945,0.7502,16.75,4.442,1.812,20.661,0.4188
1/14/1981,0.8469,1.1909,1.5449,6.1225,5.1795,7.97,203.05,2.2265,1.0417,5.181,2.0875,0.7477,16.75,4.4265,1.807,20.661,0.4162
1/15/1981,0.8464,1.1898,1.5449,6.152,5.177,7.96,201.75,2.228,1.0406,5.202,2.085,0.7485,16.75,4.438,1.8155,20.661,0.4166
1/16/1981,0.8483,1.1919,1.5557,6.173,5.184,7.97,202.9,2.224,1.042,5.235,2.079,0.7502,16.75,4.45,1.822,20.661,0.4178
1/19/1981,0.8467,1.1901,1.5557,6.175,5.181,7.97,202.3,2.221,1.0406,5.23,2.0765,0.749,16.75,4.4525,1.829,20.661,0.4158
1/20/1981,0.8462,1.1904,1.5557,6.166,5.179,7.9,200.65,2.2225,1.04,5.2385,2.072,0.7484,16.75,4.441,1.819,20.661,0.4135
1/21/1981,0.8428,1.1894,1.5557,6.1325,5.1665,7.93,199.2,2.217,1.0366,5.222,2.0675,0.7472,16.75,4.428,1.812,20.661,0.412
1/22/1981,0.8456,1.1911,1.551,6.2115,5.19,7.93,200.85,2.227,1.0373,5.252,2.079,0.7496,16.75,4.462,1.8335,20.661,0.4161
1/23/1981,0.8473,1.1906,1.551,6.2475,5.197,7.98,202.75,2.2285,1.041,5.271,2.082,0.7502,16.75,4.488,1.8405,20.661,0.4155
1/26/1981,0.8418,1.19,1.5634,6.316,5.221,7.98,203.55,2.228,1.0433,5.3255,2.083,0.7509,16.75,4.5065,1.851,20.661,0.4139
1/27/1981,0.8496,1.1916,1.5759,6.385,5.239,8.03,202.5,2.221,1.0428,5.39,2.079,0.7527,16.75,4.56,1.8695,20.661,0.4163
1/28/1981,0.8507,1.1943,1.5822,6.41,5.245,8.05,204.5,2.2155,1.0449,5.3935,2.0725,0.7553,16.75,4.55,1.8825,20.661,0.4152
1/29/1981,0.8518,1.198,1.5886,6.455,5.249,8.07,204.6,2.223,1.0493,5.415,2.074,0.7565,16.75,4.567,1.903,20.661,0.4172
1/30/1981,0.8486,1.1943,1.5886,6.555,5.288,8.1,206.7,2.239,1.054,5.4825,2.088,0.7602,17.86,4.6,1.932,20.661,0.4227
2/2/1981,0.8554,1.1941,1.6108,6.52,5.281,8.2,203.15,2.233,1.056,5.422,2.08,0.7637,17.86,4.565,1.92,20.661,0.4257
2/3/1981,0.859,1.1971,1.6108,6.583,5.3075,8.15,204.05,2.24,1.0832,5.437,2.08,0.7688,17.86,4.5875,1.937,20.661,0.4254
2/4/1981,0.8572,1.1954,1.6028,6.4825,5.276,8.12,202.9,2.231,1.0576,5.374,2.07,0.7625,17.86,4.546,1.916,20.661,0.4244
2/5/1981,0.8579,1.1971,1.6028,6.595,5.295,8.15,202.95,2.235,1.0579,5.393,2.073,0.7648,17.86,4.595,1.944,20.661,0.4273
2/6/1981,0.8579,1.1961,1.6028,6.578,5.295,8.16,203.8,2.235,1.0598,5.415,2.077,0.7692,17.86,4.602,1.942,20.661,0.4274
2/9/1981,0.8579,1.1972,1.6059,6.5625,5.295,8.16,203.9,2.2395,1.0597,5.38,2.074,0.7668,17.86,4.5775,1.941,20.661,0.4273
2/10/1981,0.8581,1.1989,1.6059,6.604,5.292,8.16,203.9,2.244,1.0604,5.421,2.081,0.7666,17.86,4.598,1.9485,20.661,0.4279
2/11/1981,0.8582,1.1967,1.6059,6.6075,5.2915,8.18,203.9,2.2415,1.0621,5.434,2.0765,0.7672,17.86,4.6,1.952,20.661,0.4278
2/12/1981,0.8582,1.1967,1.6059,6.6075,5.2915,8.18,203.9,2.2415,1.0621,5.434,2.0765,0.7672,17.86,4.6,1.952,20.661,0.4278
2/13/1981,0.8654,1.2011,1.6285,6.785,5.355,8.21,207.45,2.278,1.0724,5.52,2.095,0.777,17.86,4.6725,2.0175,20.661,0.4377
2/16/1981,0.8654,1.2011,1.6285,6.785,5.355,8.21,207.45,2.278,1.0724,5.52,2.095,0.777,17.86,4.6725,2.0175,20.661,0.4377
2/17/1981,0.8654,1.2061,1.6579,6.7525,5.3315,8.24,206.8,2.28,1.0776,5.4675,2.0965,0.7828,17.86,4.6675,1.9955,20.661,0.4419
2/18/1981,0.8624,1.2034,1.6298,6.7075,5.322,8.22,206.55,2.276,1.0753,5.442,2.097,0.7819,17.86,4.6575,1.988,20.661,0.4413
2/19/1981,0.8626,1.1993,1.6298,6.5865,5.2975,8.22,206.8,2.28,1.0745,5.35,2.093,0.7785,17.86,4.577,1.925,20.661,0.4378
2/20/1981,0.8569,1.1956,1.6021,6.49,5.28,8.23,206.8,2.266,1.0735,5.29,2.085,0.7734,17.86,4.54,1.885,20.661,0.4329
2/23/1981,0.8573,1.1967,1.5909,6.5375,5.2845,8.29,208.05,2.2825,1.073,5.388,2.092,0.7758,17.86,4.5575,1.9025,20.661,0.4456
2/24/1981,0.8602,1.1985,1.6099,6.555,5.289,8.31,207,2.2825,1.0764,5.385,2.097,0.7825,17.86,4.605,1.919,20.661,0.4478
2/25/1981,0.8613,1.1977,1.6035,6.59,5.289,8.33,207.3,2.291,1.0817,5.387,2.0985,0.78,17.86,4.61,1.9165,20.661,0.4488
2/26/1981,0.8632,1.1996,1.6179,6.625,5.3035,8.32,207.9,2.2945,1.0827,5.415,2.096,0.781,17.86,4.626,1.948,20.661,0.4491
2/27/1981,0.8658,1.2013,1.6179,6.65,5.337,8.33,209.7,2.303,1.087,5.462,2.103,0.7837,17.95,4.64,1.962,20.619,0.4537
3/2/1981,0.8684,1.2036,1.6293,6.734,5.366,8.33,211.1,2.316,1.0935,5.4725,2.108,0.7902,17.95,4.673,1.9825,20.619,0.4586
3/3/1981,0.8687,1.2034,1.6456,6.784,5.371,8.25,208.6,2.313,1.0935,5.477,2.11,0.7856,17.95,4.68,1.971,20.619,0.4535
3/4/1981,0.8649,1.203,1.6374,6.68,5.352,8.19,208.6,2.3025,1.0891,5.4175,2.1065,0.7852,17.86,4.635,1.9475,20.492,0.455
3/5/1981,0.8657,1.201,1.6456,6.72,5.362,8.23,208.9,2.305,1.0935,5.4475,2.1105,0.7865,17.86,4.649,1.945,20.492,0.4537
3/6/1981,0.8658,1.1996,1.6456,6.7,5.362,8.23,209,2.2995,1.0947,5.456,2.109,0.7915,17.86,4.66,1.9575,20.492,0.4561
3/9/1981,0.8644,1.1977,1.6456,6.66,5.342,8.26,206,2.285,1.0929,5.4225,2.104,0.7849,17.86,4.6475,1.929,20.492,0.4515
3/10/1981,0.8606,1.1972,1.6407,6.6175,5.3205,8.23,207,2.272,1.0858,5.39,2.1015,0.7849,17.86,4.616,1.923,20.492,0.4488
3/11/1981,0.8613,1.1986,1.6407,6.62,5.298,8.16,207.6,2.265,1.0866,5.402,2.1,0.7893,17.86,4.66,1.937,20.492,0.4512
3/12/1981,0.8612,1.198,1.6407,6.65,5.3085,8.18,207.6,2.2665,1.087,5.401,2.1115,0.7896,17.86,4.615,1.937,20.492,0.4507
3/13/1981,0.8604,1.1926,1.6407,6.6425,5.292,8.23,207.55,2.266,1.0872,5.395,2.106,0.7911,18.1,4.62,1.927,20.5,0.4511
3/16/1981,0.8585,1.1906,1.6402,6.5775,5.279,8.23,207.27,2.264,1.0832,5.375,2.101,0.7893,18.1,4.595,1.902,20.5,0.4471
3/17/1981,0.8576,1.1864,1.6309,6.565,5.269,8.2,207.7,2.27,1.0817,5.358,2.1,0.7874,18.1,4.5725,1.9005,20.5,0.4446
3/18/1981,0.8546,1.1823,1.6227,6.47,5.2325,8.21,207.6,2.261,1.0793,5.2975,2.081,0.7862,18.1,4.5275,1.865,20.5,0.4389
3/19/1981,0.8535,1.1818,1.6049,6.446,5.246,8.23,208.75,2.2545,1.0776,5.304,2.085,0.7849,18.1,4.52,1.87,20.5,0.4385
3/20/1981,0.8524,1.1809,1.6129,6.4955,5.24,8.23,208.25,2.267,1.0811,5.323,2.088,0.7883,18.1,4.5425,1.8865,20.5,0.4419
3/23/1981,0.8546,1.1827,1.6129,6.571,5.268,8.28,208.6,2.281,1.0828,5.3725,2.0995,0.7933,18.1,4.5745,1.8982,20.5,0.4445
3/24/1981,0.854,1.183,1.6209,6.5575,5.278,8.26,208.55,2.28,1.0807,5.37,2.097,0.7921,18.1,4.571,1.8965,20.65,0.4414
3/25/1981,0.8553,1.1833,1.6209,6.574,5.279,8.27,208.85,2.2805,1.0813,5.375,2.091,0.794,18.1,4.575,1.904,20.65,0.442
3/26/1981,0.8584,1.1837,1.6209,6.64,5.293,8.26,211.45,2.291,1.087,5.4075,2.0945,0.7962,18.1,4.6,1.928,20.65,0.4454
3/27/1981,0.8617,1.1882,1.6372,6.68,5.3,8.31,211.8,2.288,1.0921,5.435,2.091,0.8013,18.1,4.6275,1.935,20.65,0.4492
3/30/1981,0.8601,1.1868,1.6372,6.61,5.281,8.31,211.4,2.287,1.0912,5.385,2.0865,0.8015,18.1,4.6,1.912,20.65,0.4469
3/31/1981,0.857,1.1873,1.6165,6.64,5.287,8.27,211.25,2.282,1.0923,5.39,2.091,0.7994,18.1,4.61,1.928,20.65,0.4479
4/1/1981,0.8593,1.1835,1.6337,6.62,5.29,8.27,212.4,2.282,1.0917,5.377,2.09,0.7996,18.1,4.5915,1.9165,20.65,0.4452
4/2/1981,0.8608,1.1819,1.6337,6.635,5.304,8.27,213.8,2.289,1.0965,5.392,2.093,0.8026,18.1,4.6,1.9245,20.65,0.4509
4/3/1981,0.863,1.1838,1.6418,6.684,5.325,8.31,213.2,2.293,1.1025,5.412,2.096,0.794,18.02,4.6325,1.9425,20.67,0.4556
4/6/1981,0.8666,1.188,1.65,6.785,5.341,8.35,214,2.306,1.1084,5.44,2.099,0.814,18.02,4.682,1.969,20.67,0.4598
4/7/1981,0.8652,1.1846,1.6599,6.68,5.335,8.33,213.1,2.304,1.1013,5.423,2.104,0.8078,18.02,4.616,1.939,20.67,0.4539
4/8/1981,0.8647,1.1838,1.6483,6.705,5.3315,8.23,213.45,2.307,1.1013,5.441,2.102,0.8058,18.02,4.65,1.943,20.67,0.4554
4/9/1981,0.8654,1.1853,1.6483,6.746,5.3505,8.26,214.1,2.305,1.1031,5.448,2.1005,0.8074,18.02,4.66,1.954,20.67,0.4566
4/10/1981,0.8663,1.1867,1.6565,6.765,5.354,8.26,215.17,2.307,1.1044,5.463,2.103,0.8084,18.8,4.664,1.961,20.75,0.4577
4/13/1981,0.8687,1.192,1.6565,6.82,5.3775,8.32,216.25,2.318,1.1099,5.497,2.1105,0.8117,18.8,4.702,1.9805,20.75,0.4623
4/14/1981,0.8678,1.1917,1.6682,6.813,5.3695,8.32,215.22,2.317,1.1074,5.466,2.1145,0.81,18.8,4.697,1.974,20.75,0.4596
4/15/1981,0.8703,1.197,1.6682,6.87,5.363,8.33,216.7,2.326,1.113,5.495,2.115,0.8124,18.8,4.714,1.9885,20.75,0.4645
4/16/1981,0.8707,1.1949,1.6798,6.885,5.381,8.32,216.8,2.3265,1.1143,5.483,2.113,0.8163,18.8,4.73,1.994,20.75,0.4643
4/17/1981,0.8703,1.1963,1.6798,6.88,5.39,8.32,217.5,2.335,1.1123,5.52,2.118,0.8163,18.8,4.735,1.9985,20.75,0.4643
4/20/1981,0.8722,1.1956,1.6798,6.91,5.3925,8.32,218.2,2.35,1.1173,5.52,2.12,0.8163,18.8,4.74,1.99,20.75,0.4635
4/21/1981,0.8711,1.1938,1.6798,6.869,5.384,8.31,218.35,2.349,1.1131,5.488,2.124,0.8157,18.8,4.7238,1.993,20.75,0.4626
4/22/1981,0.8676,1.1934,1.6798,6.82,5.369,8.27,216.85,2.335,1.1099,5.4725,2.121,0.8127,18.8,4.701,1.9735,20.75,0.4574
4/23/1981,0.8675,1.1946,1.6798,6.8275,5.366,8.23,215.2,2.329,1.1093,5.48,2.12,0.813,18.8,4.7075,1.983,20.75,0.4599
4/24/1981,0.8683,1.193,1.6798,6.8675,5.369,8.25,214.3,2.32,1.1099,5.494,2.12,0.813,18.37,4.72,1.983,20.75,0.4615
4/27/1981,0.8666,1.1933,1.6798,6.862,5.365,8.25,212.1,2.3055,1.108,5.511,2.112,0.8132,18.37,4.733,1.991,20.75,0.4623
4/28/1981,0.8668,1.195,1.6798,6.895,5.364,8.26,212.3,2.3105,1.1099,5.51,2.114,0.8137,18.37,4.75,1.987,20.75,0.4638
4/29/1981,0.8687,1.1973,1.6798,6.963,5.3715,8.31,214.7,2.3165,1.113,5.5425,2.121,0.817,18.37,4.755,2.021,20.75,0.4666
4/30/1981,0.8702,1.1962,1.6882,6.9655,5.371,8.33,215.78,2.319,1.1148,5.541,2.12,0.8197,18.37,4.75,2.021,20.75,0.4674
5/1/1981,0.8705,1.1963,1.6882,6.95,5.3725,8.35,215.75,2.324,1.1154,5.538,2.124,0.8203,18.37,4.75,2.018,20.75,0.4666
5/4/1981,0.8733,1.2008,1.6882,7.075,5.403,8.38,217.1,2.331,1.1236,5.606,2.131,0.825,18.37,4.833,2.051,20.75,0.4721
5/5/1981,0.8757,1.2026,1.7085,7.14,5.436,8.38,217.8,2.341,1.1264,5.625,2.1405,0.8297,18.37,4.86,2.0675,20.75,0.4731
5/6/1981,0.875,1.199,1.717,7.102,5.426,8.33,216.9,2.3285,1.1255,5.573,2.138,0.8273,18.37,4.8375,2.0605,20.75,0.4724
5/7/1981,0.8764,1.1993,1.717,7.162,5.439,8.34,217.9,2.3365,1.128,5.615,2.146,0.8304,18.37,4.865,2.0755,20.75,0.4754
5/8/1981,0.8745,1.1996,1.717,7.1075,5.42,8.33,217.6,2.321,1.1251,5.618,2.132,0.8313,18.37,4.848,2.054,20.75,0.4727
5/11/1981,0.8751,1.2013,1.717,7.1875,5.43,8.34,217.95,2.328,1.1274,5.638,2.1435,0.834,18.37,4.87,2.0755,20.75,0.476
5/12/1981,0.8765,1.2019,1.7273,7.212,5.4425,8.36,219.75,2.336,1.1306,5.6675,2.154,0.8366,18.37,4.892,2.0755,20.75,0.479
5/13/1981,0.8776,1.2013,1.7273,7.21,5.4425,8.37,220.45,2.339,1.1331,5.665,2.1545,0.8363,18.37,4.895,2.078,20.75,0.4813
5/14/1981,0.8807,1.2018,1.7359,7.262,5.479,8.43,222.35,2.347,1.1361,5.689,2.16,0.8408,18.37,4.918,2.081,20.75,0.484
5/15/1981,0.8809,1.2017,1.7359,7.247,5.465,8.45,223.05,2.3395,1.1403,5.6925,2.157,0.8396,18.37,4.926,2.069,21,0.482
5/18/1981,0.8785,1.199,1.7359,7.25,5.448,8.39,221.97,2.335,1.1374,5.687,2.1535,0.8384,18.37,4.8925,2.0533,21,0.4789
5/19/1981,0.877,1.2015,1.7359,7.25,5.451,8.4,221,2.345,1.1366,5.689,2.155,0.8403,18.37,4.904,2.058,21,0.4816
5/20/1981,0.8753,1.2016,1.7359,7.216,5.444,8.42,220.8,2.336,1.1384,5.675,2.146,0.8428,18.37,4.893,2.048,21,0.4805
5/21/1981,0.8757,1.202,1.7272,7.282,5.471,8.41,222.5,2.341,1.1392,5.712,2.1525,0.8442,18.37,4.922,2.076,21,0.4836
5/22/1981,0.8766,1.2011,1.7429,7.2675,5.4675,8.43,222.5,2.349,1.1405,5.706,2.156,0.8462,18.37,4.924,2.073,21,0.4825
5/25/1981,0.8766,1.2011,1.7429,7.2675,5.4675,8.43,222.5,2.349,1.1405,5.706,2.156,0.8462,18.37,4.924,2.073,21,0.4825
5/26/1981,0.8784,1.2011,1.7392,7.336,5.4725,8.5,224.35,2.3525,1.1429,5.722,2.162,0.8484,18.37,4.9495,2.076,21,0.484
5/27/1981,0.8807,1.2023,1.748,7.388,5.484,8.5,224.95,2.353,1.1481,5.75,2.162,0.8514,18.37,4.9735,2.086,21,0.4854
5/28/1981,0.8781,1.2018,1.748,7.31,5.4815,8.5,224,2.3495,1.1471,5.7,2.158,0.8489,18.37,4.907,2.0728,21,0.4836
5/29/1981,0.8782,1.2037,1.748,7.332,5.4705,8.48,223.9,2.3495,1.1482,5.744,2.156,0.8473,18.37,4.95,2.0758,21,0.4831
6/1/1981,0.8763,1.206,1.748,7.337,5.463,8.5,222.5,2.3485,1.1461,5.742,2.154,0.8478,18.47,4.953,2.076,21,0.486
6/2/1981,0.8791,1.2079,1.7567,7.42,5.4745,8.5,223.85,2.353,1.1478,5.8025,2.156,0.8529,18.47,4.9925,2.102,21,0.4912
6/3/1981,0.8793,1.207,1.7567,7.456,5.4785,8.53,223.4,2.355,1.1554,5.825,2.156,0.858,18.47,5.016,2.09,21,0.496
6/4/1981,0.8865,1.2105,1.7672,7.6,5.54,8.57,226.4,2.367,1.1721,5.915,2.17,0.8645,18.47,5.089,2.144,21,0.5155
6/5/1981,0.8881,1.2069,1.7813,7.615,5.536,8.6,227.8,2.369,1.1772,5.985,2.17,0.8741,18.47,5.113,2.135,21,0.5181
6/8/1981,0.8873,1.2057,1.7813,7.595,5.529,8.6,227.9,2.371,1.1743,5.97,2.163,0.8726,18.47,5.085,2.115,21,0.5155
6/9/1981,0.8873,1.2062,1.7813,7.555,5.525,8.62,228.1,2.372,1.1729,5.9525,2.165,0.8712,18.47,5.09,2.112,21,0.5153
6/10/1981,0.883,1.2026,1.7742,7.455,5.515,8.6,225.45,2.3595,1.1689,5.892,2.154,0.8675,18.47,5.045,2.088,21,0.5075
6/11/1981,0.8832,1.2054,1.7813,7.554,5.545,8.58,226.1,2.363,1.1723,5.9575,2.158,0.8701,18.47,5.105,2.115,21,0.5131
6/12/1981,0.8811,1.2047,1.7724,7.5375,5.5365,8.61,224.15,2.361,1.1722,5.9475,2.1525,0.8718,18.57,5.093,2.096,21,0.511
6/15/1981,0.8745,1.2019,1.7512,7.39,5.45,8.55,219.7,2.335,1.1581,5.855,2.128,0.8617,18.57,5,2.0445,21,0.4995
6/16/1981,0.8722,1.204,1.7512,7.354,5.468,8.49,220.15,2.3325,1.1547,5.853,2.126,0.8608,18.57,5.0275,2.0505,21,0.5013
6/17/1981,0.8702,1.2051,1.7512,7.3815,5.503,8.49,220.9,2.332,1.1601,5.8575,2.131,0.8636,18.57,5.015,2.048,21,0.5008
6/18/1981,0.8713,1.2059,1.7599,7.411,5.532,8.51,222.1,2.331,1.1628,5.9025,2.132,0.8669,18.57,5.036,2.072,21,0.5061
6/19/1981,0.8726,1.206,1.7599,7.4575,5.5255,8.53,223.35,2.3285,1.1688,5.936,2.131,0.8688,18.57,5.045,2.068,21,0.5071
6/22/1981,0.8718,1.2018,1.7511,7.445,5.5175,8.52,222.52,2.321,1.1628,5.912,2.1325,0.8698,18.57,5.0275,2.054,21,0.5021
6/23/1981,0.8692,1.1991,1.7511,7.4065,5.4945,8.51,221.8,2.31,1.1594,5.9175,2.13,0.8668,18.57,5.015,2.034,21,0.5005
6/24/1981,0.869,1.1995,1.7511,7.4475,5.5055,8.54,222.8,2.315,1.1617,5.9225,2.126,0.8696,18.57,5.0325,2.0375,21,0.5053
6/25/1981,0.8715,1.2008,1.7511,7.4925,5.5375,8.56,225.45,2.3195,1.1675,5.9675,2.133,0.8758,18.57,5.073,2.039,21,0.512
6/26/1981,0.8711,1.2027,1.7511,7.495,5.545,8.59,224.85,2.322,1.171,6.0175,2.1325,0.8795,18.57,5.08,2.028,20.9,0.5131
6/29/1981,0.8709,1.1998,1.7511,7.48,5.553,8.62,225.85,2.318,1.173,5.9965,2.134,0.8818,18.57,5.085,2.0335,20.9,0.5145
6/30/1981,0.8712,1.2006,1.7511,7.5135,5.55,8.62,226.85,2.3182,1.1765,6.014,2.132,0.8868,18.57,5.088,2.0495,20.9,0.5181
7/1/1981,0.872,1.2035,1.7511,7.5675,5.556,8.65,228.25,2.327,1.1809,6.055,2.138,0.8929,18.57,5.116,2.075,20.9,0.5256
7/2/1981,0.8711,1.2023,1.7616,7.56,5.7365,8.81,226.75,2.338,1.1848,6.053,2.155,0.8965,18.57,5.1175,2.0735,20.95,0.5308
7/3/1981,0.8733,1.2018,1.7616,7.575,5.592,8.84,228.5,2.343,1.1862,6.0475,2.152,0.8973,18.671,5.125,2.075,20.36,0.5283
7/6/1981,0.8736,1.2022,1.7616,7.6875,5.6225,8.85,229.83,2.3505,1.1848,6.1275,2.161,0.9009,18.671,5.18,2.091,20.36,0.5263
7/7/1981,0.873,1.2027,1.7686,7.657,5.627,8.77,228.75,2.343,1.1841,6.07,2.1585,0.902,18.671,5.168,2.0915,20.82,0.5256
7/8/1981,0.8741,1.2058,1.7686,7.75,5.683,8.85,229.45,2.348,1.1891,6.115,2.165,0.9095,18.671,5.215,2.115,20.82,0.5322
7/9/1981,0.8749,1.206,1.7686,7.717,5.672,8.87,228.85,2.351,1.1905,6.113,2.163,0.9131,18.671,5.19,2.106,20.82,0.5328
7/10/1981,0.8741,1.2031,1.7686,7.654,5.673,8.83,228.3,2.3435,1.1876,6.0975,2.151,0.907,18.91,5.17,2.078,20.82,0.5284
7/13/1981,0.8734,1.2032,1.7598,7.593,5.703,8.84,228.3,2.3395,1.1869,6.073,2.1555,0.9083,18.91,5.14,2.071,20.82,0.5318
7/14/1981,0.8749,1.2056,1.751,7.67,5.706,8.95,231,2.3485,1.1942,6.12,2.162,0.9185,18.691,5.1885,2.094,23.05,0.5371
7/15/1981,0.8726,1.2039,1.7598,7.539,5.712,8.93,230.6,2.342,1.1925,6.064,2.152,0.9161,18.691,5.145,2.07,23.05,0.5291
7/16/1981,0.8731,1.2042,1.751,7.5475,5.675,8.93,231.28,2.346,1.1896,6.05,2.155,0.9179,18.691,5.15,2.074,23.05,0.5312
7/17/1981,0.8729,1.2057,1.751,7.5825,5.708,8.93,231.97,2.351,1.1892,6.09,2.1575,0.919,18.691,5.1725,2.0845,23.05,0.5315
7/20/1981,0.8741,1.2068,1.7597,7.65,5.73,8.97,233,2.352,1.1926,6.114,2.1585,0.9238,18.691,5.2,2.0965,23.05,0.5356
7/21/1981,0.8776,1.2125,1.7667,7.7175,5.732,8.98,234.35,2.365,1.1998,6.151,2.1655,0.9363,18.691,5.24,2.116,23.05,0.542
7/22/1981,0.876,1.2129,1.7667,7.6445,5.731,9,234.5,2.364,1.1998,6.1175,2.162,0.9324,18.691,5.213,2.1015,23.05,0.5374
7/23/1981,0.8773,1.2195,1.7667,7.6575,5.7205,8.97,234.9,2.3625,1.2005,6.126,2.1625,0.9381,18.691,5.21,2.1085,23.05,0.5392
7/24/1981,0.8768,1.2083,1.7667,7.652,5.726,8.98,234.52,2.364,1.2018,6.1215,2.1555,0.9419,18.691,5.197,2.105,23.05,0.537
7/27/1981,0.8765,1.2238,1.7667,7.62,5.746,8.92,236.1,2.366,1.1957,6.1075,2.16,0.9394,18.691,5.189,2.1125,23.05,0.5376
7/28/1981,0.8781,1.2267,1.7755,7.665,5.7725,8.98,237.25,2.363,1.2034,6.1225,2.158,0.9492,18.691,5.203,2.115,23.05,0.5366
7/29/1981,0.8776,1.227,1.7755,7.715,5.7855,8.98,237.85,2.363,1.2039,6.133,2.161,0.9479,18.691,5.2225,2.122,23.05,0.5382
7/30/1981,0.8797,1.225,1.7755,7.743,5.787,9.02,238.8,2.364,1.2107,6.1525,2.164,0.9526,18.691,5.24,2.132,23.05,0.5385
7/31/1981,0.8809,1.2339,1.7845,7.768,5.787,9,240.4,2.36,1.2085,6.1375,2.16,0.9537,18.691,5.228,2.1485,23.05,0.5435
8/3/1981,0.8879,1.2426,1.7934,7.948,5.825,9.07,245.4,2.385,1.2188,6.2425,2.188,0.959,18.691,5.33,2.198,23.05,0.5551
8/4/1981,0.8909,1.2425,1.8113,7.937,5.918,9.09,246.1,2.38,1.2267,6.226,2.182,0.9611,18.691,5.3345,2.204,23.05,0.5576
8/5/1981,0.8867,1.2425,1.8113,7.904,5.935,9.09,240.9,2.376,1.2244,6.213,2.168,0.9524,18.691,5.314,2.181,23.05,0.5539
8/6/1981,0.885,1.2383,1.8041,7.938,5.93,9.1,239.9,2.378,1.224,6.222,2.1745,0.9597,18.691,5.343,2.1889,23.05,0.5562
8/7/1981,0.8816,1.2421,1.8149,7.9875,5.935,9.16,234.9,2.377,1.221,6.23,2.173,0.9583,18.691,5.363,2.185,23.05,0.5585
8/10/1981,0.8834,1.2397,1.8367,8.085,5.986,9.26,236.1,2.3885,1.2247,6.2745,2.184,0.9604,19.358,5.4035,2.2,23.05,0.5647
8/11/1981,0.8851,1.2323,1.8367,8.056,5.975,9.24,235.75,2.383,1.227,6.275,2.175,0.9598,19.358,5.382,2.195,23.05,0.5631
8/12/1981,0.8784,1.2297,1.8092,7.86,5.95,9.11,230.2,2.372,1.2129,6.195,2.152,0.9452,19.358,5.295,2.16,23.05,0.552
8/13/1981,0.8795,1.2303,1.8092,7.935,5.95,9.07,231.7,2.368,1.218,6.245,2.1725,0.95,19.459,5.342,2.169,23.05,0.5543
8/14/1981,0.8793,1.2263,1.8218,7.96,5.945,9.07,233.75,2.376,1.2214,6.255,2.174,0.9535,19.459,5.3475,2.186,23.05,0.5549
8/17/1981,0.8764,1.2227,1.8,7.845,5.9375,8.99,229.8,2.37,1.2136,6.2,2.173,0.9465,19.459,5.295,2.1715,23.05,0.5487
8/18/1981,0.8741,1.2157,1.8,7.84,5.939,8.94,229.2,2.3755,1.2076,6.1675,2.174,0.9459,19.459,5.28,2.1765,23.05,0.5467
8/19/1981,0.8732,1.2113,1.791,7.856,5.965,8.97,230.35,2.378,1.2112,6.185,2.178,0.947,19.459,5.298,2.17,23.05,0.546
8/20/1981,0.8703,1.2124,1.791,7.765,5.938,8.97,228.9,2.369,1.2061,6.13,2.165,0.943,19.459,5.25,2.152,23.05,0.5378
8/21/1981,0.8681,1.2061,1.773,7.665,5.915,8.93,227.25,2.364,1.2051,6.077,2.163,0.9407,19.459,5.195,2.138,23.05,0.5329
8/24/1981,0.8682,1.2087,1.7872,7.7325,5.927,8.93,228.4,2.376,1.2044,6.1075,2.167,0.9407,19.459,5.227,2.1465,23.05,0.5408
8/25/1981,0.8726,1.2142,1.7997,7.83,5.975,9.07,230.6,2.38,1.2107,6.15,2.17,0.9485,19.459,5.3075,2.175,23.05,0.5484
8/26/1981,0.872,1.2138,1.7853,7.745,5.947,9.05,230.1,2.368,1.2077,6.13,2.16,0.9452,19.459,5.26,2.148,23.05,0.542
8/27/1981,0.8718,1.2112,1.7853,7.7575,5.952,9.06,230.95,2.368,1.208,6.1325,2.1585,0.9443,19.459,5.269,2.148,23.05,0.5427
